rd_zh,rd_en
泰和路三段,"SEC. 3, TAIHE RD."
泰昌一街,TAICHANG 1ST ST.
泰昌二街,TAICHANG 2ND ST.
泰昌三街,TAICHANG 3RD ST.
泰昌五街,TAICHANG 5TH ST.
泰昌六街,TAICHANG 6TH ST.
泰昌七街,TAICHANG 7TH ST.
泰昌八街,TAICHANG 8TH ST.
泰昌九街,TAICHANG 9TH ST.
泰昌十街,TAICHANG 10TH ST.
泰昌十一街,TAICHANG 11TH ST.
泰昌十二街,TAICHANG 12TH ST.
泰昌十三街,TAICHANG 13TH ST.
泰昌街,TAICHANG ST.
泰林,TAILIN
泰林路一段,"SEC. 1, TAILIN RD."
泰林路二段,"SEC. 2, TAILIN RD."
泰林路三段,"SEC. 3, TAILIN RD."
泰崗,TAIGANG
泰康街,TAIKANG ST.
泰祥街,TAIXIANG ST.
泰陽一街,TAIYANG 1ST ST.
泰陽二街,TAIYANG 2ND ST.
泰陽街,TAIYANG ST.
泰雅一路,TAIYA 1ST RD.
泰雅一路牛鬥巷,"NIUDOU LN., TAIYA 1ST RD."
泰雅一路清水,"QINGSHUI, TAIYA 1ST RD."
泰雅路一段,"SEC. 1, TAIYA RD."
泰雅路二段,"SEC. 2, TAIYA RD."
泰雅路三段,"SEC. 3, TAIYA RD."
泰雅路四段,"SEC. 4, TAIYA RD."
泰雅路五段,"SEC. 5, TAIYA RD."
泰雅路六段,"SEC. 6, TAIYA RD."
泰雅路七段,"SEC. 7, TAIYA RD."
泰順街,TAISHUN ST.
泰順路,TAISHUN RD.
泰源一街,TAIYUAN 1ST ST.
泰源二街,TAIYUAN 2ND ST.
泰瑞一街,TAIRUI 1ST ST.
泰瑞二街,TAIRUI 2ND ST.
泰瑞三街,TAIRUI 3RD ST.
泰瑞四街,TAIRUI 4TH ST.
泰瑞街,TAIRUI ST.
泰豊街,TAILI ST.
泰興街,TAIXING ST.
泰興路,TAIXING RD.
泰豐街,TAIFENG ST.
消防街,XIAOFANG ST.
浦城街,PUCHENG ST.
浦邊,PUBIAN
浸水北街,JINSHUI N. ST.
浸水南街,JINSHUI S. ST.
浸水街,JINSHUI ST.
浸樹街,JINSHU ST.
海口,HAIKOU
海口北路,HAIKOU N. RD.
海口尾,HAIKOUWEI
海口南路,HAIKOU S. RD.
海口路,HAIKOU RD.
海口寮路,HAIKOULIAO RD.
海口營,HAIKOUYING
海山中街,HAISHAN CENTRAL ST.
海山西路,HAISHAN W. RD.
海山東街,HAISHAN E. ST.
海山東路,HAISHAN E. RD.
海山港十街,HAISHANGANG 10TH ST.
海山港路,HAISHANGANG RD.
海山路,HAISHAN RD.
海山路一段,"SEC. 1, HAISHAN RD."
海山路二段,"SEC. 2, HAISHAN RD."
海山路二段中海巷,"ZHONGHAI LN., SEC. 2, HAISHAN RD."
海山路二段海寧巷,"HAINING LN., SEC. 2, HAISHAN RD."
海山路三段,"SEC. 3, HAISHAN RD."
海中街,HAIZHONG ST.
海方厝,HAIFANGCUO
海功東路,HAIGONG E. RD.
海功路,HAIGONG RD.
海平街,HAIPING ST.
海平路,HAIPING RD.
海甲路,HAIJIA RD.
海光二村,HAIGUANG 2ND VIL.
海印寺,HAIYINSI
海安街,HAI'AN ST.
海安路,HAI'AN RD.
海安路一段,"SEC. 1, HAI'AN RD."
海安路二段,"SEC. 2, HAI'AN RD."
海安路三段,"SEC. 3, HAI'AN RD."
海成一街,HAICHENG 1ST ST.
海成二街,HAICHENG 2ND ST.
海成三街,HAICHENG 3RD ST.
海成北街,HAICHENG N. ST.
海成東街,HAICHENG E. ST.
海成南街,HAICHENG S. ST.
海成街,HAICHENG ST.
海佃路一段,"SEC. 1, HAIDIAN RD."
海佃路二段,"SEC. 2, HAIDIAN RD."
海佃路三段,"SEC. 3, HAIDIAN RD."
海佃路四段,"SEC. 4, HAIDIAN RD."
海利街,HAILI ST.
海尾,HAIWEI
海尾巷,HAIWEI LN.
海尾路,HAIWEI RD.
海沙路,HAISHA RD.
海岸,HAI'AN
海岸路,HAI'AN RD.
海明街,HAIMING ST.
海東一街,HAIDONG 1ST ST.
海東二街,HAIDONG 2ND ST.
海東三街,HAIDONG 3RD ST.
海東五街,HAIDONG 5TH ST.
海東六街,HAIDONG 6TH ST.
海東七街,HAIDONG 7TH ST.
海東八街,HAIDONG 8TH ST.
海東十一街,HAIDONG 11TH ST.
海東街,HAIDONG ST.
海前路,HAIQIAN RD.
海洋一路,HAIYANG 1ST RD.
海洋二路,HAIYANG 2ND RD.
海珍北路,HAIZHEN N. RD.
海珍南路,HAIZHEN S. RD.
海珍南路二段,"SEC. 2, HAIZHEN S. RD."
海風一街,HAIFENG 1ST ST.
海風二街,HAIFENG 2ND ST.
海風三街,HAIFENG 3RD ST.
海埔,HAIPU
海埔一街,HAIPU 1ST ST.
海埔二街,HAIPU 2ND ST.
海埔三街,HAIPU 3RD ST.
海埔五街,HAIPU 5TH ST.
海埔仔,HAIPUZAI
海埔巷,HAIPU LN.
海埔新村,HAIPU NEW VIL.
海埔路,HAIPU RD.
海峰路,HAIFENG RD.
海浴路,HAIYU RD.
海浴路鹿興巷,"LUXING LN., HAIYU RD."
海濱,HAIBIN
海專路,HAIZHUAN RD.
海康街,HAIKANG ST.
海清路,HAIQING RD.
海涵路,HAIHAN RD.
海產路,HAICHAN RD.
海通路,HAITONG RD.
海頂路,HAIDING RD.
海富路,HAIFU RD.
海景一街,HAIJING 1ST ST.
海景二街,HAIJING 2ND ST.
海景三街,HAIJING 3RD ST.
海景四街,HAIJING 4TH ST.
海景五街,HAIJING 5TH ST.
海景街,HAIJING ST.
海景路,HAIJING RD.
海港街,HAIGANG ST.
海港路,HAIGANG RD.
海湖,HAIHU
海湖北路,HAIHU N. RD.
海湖東路,HAIHU E. RD.
海萍路,HAIPING RD.
海華路,HAIHUA RD.
海順街,HAISHUN ST.
海園路,HAIYUAN RD.
海運街,HAIYUN ST.
海豊,HAILI
海豊科,HAILIKE
海豊路,HAILI RD.
海墘,HAIQIAN
海墘路,HAIQIAN RD.
海寮,HAILIAO
海德二路,HAIDE 2ND RD.
海德街,HAIDE ST.
海德路,HAIDE RD.
海興街,HAIXING ST.
海興路,HAIXING RD.
海濱,HAIBIN
海濱街,HAIBIN ST.
海濱路,HAIBIN RD.
海環街,HAIHUAN ST.
海豐,HAIFENG
海豐子,HAIFENGZI
海豐坡,HAIFENGPO
海豐厝,HAIFENGCUO
海豐街,HAIFENG ST.
海豐路,HAIFENG RD.
海豐路二段,"SEC. 2, HAIFENG RD."
海豐路新厝巷,"XINCUO LN., HAIFENG RD."
海邊路,HAIBIAN RD.
海寶里海口,"HAIKOU, HAIBAO VIL."
海鷗路,HAI'OU RD.
海灣新城,HAIWAN XINCHENG
海灣路,HAIWAN RD.
浙江路,ZHEJIANG RD.
浮圳巷,FUZUN LN.
浮圳路,FUZUN RD.
浮圳路一段,"SEC. 1, FUZUN RD."
浮圳路二段,"SEC. 2, FUZUN RD."
浮洲路,FUZHOU RD.
浮崙巷,FULUN LN.
浮景巷,FUJING LN.
浮筧街,FUJIAN ST.
浮潭,FUTAN
浮橋,FUQIAO
浴井,YUJING
烈美街,LIEMEI ST.
烏土坪,WUTUPING
烏土巷,WUTU LN.
烏山,WUSHAN
烏山坑,WUSHANKENG
烏山巷,WUSHAN LN.
烏山腳,WUSHANJIAO
烏山頭,WUSHANTOU
烏月路,WUYUE RD.
烏石港路,WUSHIGANG RD.
烏石鼻,WUSHIBI
烏石壁,WUSHIBI
烏竹北街,WUZHU N. ST.
烏竹林,WUZHULIN
烏竹街,WUZHU ST.
烏西崙,WUXILUN
烏杙,WUYI
烏來街,WULAI ST.
烏林,WULIN
烏眉,WUMEI
烏眉坑,WUMEIKENG
烏眉路,WUMEI RD.
烏崁,WUKAN
烏麻園街,WUMAYUAN ST.
烏塗炭,WUTUTAN
烏勢巷,WUSHI LN.
烏塗,WUTU
烏塗窟,WUTUKU
烏塗窟路,WUTUKU RD.
烏窟子,WUKUZI
烏撒霏荷路,WUSAFEIHE RD.
烏樹林,WUSHULIN
烏橋,WUQIAO
烏橋中路,WUQIAO CENTRAL RD.
特富野,TEFUYE
班芝花坑,BANZHIHUAKENG
班超路,BANCHAO RD.
班鳩,BANJIU
琉球路,LIUQIU RD.
琉園一街,LIUYUAN 1ST ST.
琉園二街,LIUYUAN 2ND ST.
珠山,ZHUSHAN
珠水路,ZHUSHUI RD.
珠水路古風巷,"GUFENG LN., ZHUSHUI RD."
珠生路,ZHUSHENG RD.
珠江,ZHUJIANG
珠江街,ZHUJIANG ST.
珠浦北路,ZHUPU N. RD.
珠浦西路,ZHUPU W. RD.
珠浦東路,ZHUPU E. RD.
珠浦南路,ZHUPU S. RD.
珠海路,ZHUHAI RD.
珠崙巷,ZHULUN LN.
珠螺村,ZHULUO VIL.
益文一街,YIWEN 1ST ST.
益文二街,YIWEN 2ND ST.
益文三街,YIWEN 3RD ST.
益民一街,YIMIN 1ST ST.
益民二街,YIMIN 2ND ST.
益民北街,YIMIN N. ST.
益民街,YIMIN ST.
益民新村,YIMIN NEW VIL.
益民路,YIMIN RD.
益民路一段,"SEC. 1, YIMIN RD."
益民路二段,"SEC. 2, YIMIN RD."
益民寮,YIMINLIAO
益安路,YI'AN RD.
益昌一街,YICHANG 1ST ST.
益昌二街,YICHANG 2ND ST.
益昌三街,YICHANG 3RD ST.
益昌五街,YICHANG 5TH ST.
益昌六街,YICHANG 6TH ST.
益東街,YIDONG ST.
益則路,YIZE RD.
益華街,YIHUA ST.
益新一街,YIXIN 1ST ST.
益新二街,YIXIN 2ND ST.
益新三街,YIXIN 3RD ST.
益源巷,YIYUAN LN.
益群路,YIQUN RD.
益壽一街,YISHOU 1ST ST.
益壽二街,YISHOU 2ND ST.
益壽七街,YISHOU 7TH ST.
益壽八街,YISHOU 8TH ST.
益豐西街,YIFENG W. ST.
益豐東街,YIFENG E. ST.
益豐路三段,"SEC. 3, YIFENG RD."
益豐路四段,"SEC. 4, YIFENG RD."
真如路,ZHENRU RD.
真君路,ZHENJUN RD.
真武路,ZHENWU RD.
真柄,ZHENBING
真理街,ZHENLI ST.
真愛路,ZHEN'AI RD.
破布子腳,POBUZIJIAO
破布湖,POBUHU
破瓦厝子,POWACUOZI
砲台山,FORTRESS MOUNTAIN
砲石,PAOSHI
祐民巷,YOUMIN LN.
祖師街,ZUSHI ST.
祖祠東路,ZUCI E. RD.
祖祠路,ZUCI RD.
神山巷,SHENSHAN LN.
神木巷,SHENMU LN.
神田路,SHENTIAN RD.
神圳路,SHENZUN RD.
神岡東街,SHENGANG E. ST.
神岡路,SHENGANG RD.
神林南路,SHENLIN S. RD.
神林南路文葉巷,"WENYE LN., SHENLIN S. RD."
神林路,SHENLIN RD.
神林路一段,"SEC. 1, SHENLIN RD."
神社路,SHENSHE RD.
神洲北路,SHENZHOU N. RD.
神洲巷,SHENZHOU LN.
神洲路,SHENZHOU RD.
神桌山,SHENZHUO MOUNTAIN
神清路,SHENQING RD.
神棹山,SHENZHUO MOUNTAIN
神農,SHENNONG
神農一街,SHENNONG 1ST ST.
神農二街,SHENNONG 2ND ST.
神農三街,SHENNONG 3RD ST.
神農五街,SHENNONG 5TH ST.
神農西路,SHENNONG W. RD.
神農東路,SHENNONG E. RD.
神農街,SHENNONG ST.
神農路,SHENNONG RD.
神農路一段,"SEC. 1, SHENNONG RD."
神農路二段,"SEC. 2, SHENNONG RD."
神達一路,SHENDA 1ST RD.
神達路,SHENDA RD.
神龍路,SHENLONG RD.
秦漢街,QINHAN ST.
站東街,ZHANDONG ST.
站東路,ZHANDONG RD.
站舍巷,ZHANSHE LN.
站前,ZHANQIAN
站前一街,ZHANQIAN 1ST ST.
站前北一路,ZHANQIAN N. 1ST RD.
站前北路,ZHANQIAN N. RD.
站前西路,ZHANQIAN W. RD.
站前東路,ZHANQIAN E. RD.
站前南路,ZHANQIAN S. RD.
站前街,ZHANQIAN ST.
站前街復興巷,"FUXING LN., ZHANQIAN ST."
站前街鐵路北舍,"TIELUBEISHE, ZHANQIAN ST."
站前街鐵路南舍,"TIELUNANSHE, ZHANQIAN ST."
站前路,ZHANQIAN RD.
站後南路,ZHANHOU S. RD.
站區一路,ZHANQU 1ST RD.
站區二路,ZHANQU 2ND RD.
站區三路,ZHANQU 3RD RD.
站區五路,ZHANQU 5TH RD.
站區六路,ZHANQU 6TH RD.
站區七路,ZHANQU 7TH RD.
站區八路,ZHANQU 8TH RD.
站區九路,ZHANQU 9TH RD.
站區十路,ZHANQU 10TH RD.
站區北路,ZHANQU N. RD.
站區南路,ZHANQU S. RD.
站區路一段,"SEC. 1, ZHANQU RD."
站區路二段,"SEC. 2, ZHANQU RD."
站區路三段,"SEC. 3, ZHANQU RD."
粉鳥林,FENNIAOLIN
粉寮,FENLIAO
粉寮一街,FENLIAO 1ST ST.
粉寮路一段,"SEC. 1, FENLIAO RD."
粉寮路二段,"SEC. 2, FENLIAO RD."
粉寮醒吾新村,"FENLIAO, XINGWU NEW VIL."
紗帽路,SHAMAO RD.
素心屯,SUXINTUN
純精路一段,"SEC. 1, CHUNJING RD."
純精路二段,"SEC. 2, CHUNJING RD."
純精路三段,"SEC. 3, CHUNJING RD."
紙坑,ZHIKENG
紙寮窩,ZHILIAOWO
紙廠,ZHICHANG
紙廠路,ZHICHANG RD.
缺仔,QUEZAI
翁園路,WENGYUAN RD.
耆老路,QILAO RD.
能仁街,NENGREN ST.
能雅,NENGYA
航空站,AIRPORT
航城路二段,"SEC. 2, HANGCHENG RD."
航科路,HANGKE RD.
航站北路,HANGZHAN N. RD.
航站南路,HANGZHAN S. RD.
航盛街,HANGSHENG ST.
航翔路,HANGXIANG RD.
航勤北路,HANGQIN N. RD.
航勤南路,HANGQIN S. RD.
荒野,HUANGYE
草山,CAOSHAN
草山路,CAOSHAN RD.
草中巷,CAOZHONG LN.
草仔埤巷,CAOZAIPI LN.
草仔崎路,CAOZAIQI RD.
草地尾,CAODIWEI
草坪,CAOPING
草店,CAODIAN
草店尾,CAODIANWEI
草店尾一巷,CAODIANWEI 1ST LN.
草店尾一橫巷,CAODIANWEI 1ST SIDE LN.
草店尾二巷,CAODIANWEI 2ND LN.
草店尾二橫巷,CAODIANWEI 2ND SIDE LN.
草林,CAOLIN
草原路,CAOYUAN RD.
草埔一巷,CAOPU 1ST LN.
草埔三巷,CAOPU 3RD LN.
草埔六巷,CAOPU 6TH LN.
草埔七巷,CAOPU 7TH LN.
草埔尾,CAOPUWEI
草埔坪,CAOPUPING
草埔路,CAOPU RD.
草崙路,CAOLUN RD.
草排,CAOPAI
草崠,CAODONG
草堤路,CAOTI RD.
草港巷,CAOGANG LN.
草湖,CAOHU
草湖二路,CAOHU 2ND RD.
草湖村二溪路,"ERXI RD., CAOHU VIL."
草湖村仁愛路,"REN'AI RD., CAOHU VIL."
草湖村永興巷,"YONGXING LN., CAOHU VIL."
草湖村光華巷,"GUANGHUA LN., CAOHU VIL."
草湖村新興巷,"XINXING LN., CAOHU VIL."
草湖街,CAOHU ST.
草湖路,CAOHU RD.
草新一路,CAOXIN 1ST RD.
草新路,CAOXIN RD.
草溪西路,CAOXI W. RD.
草溪東路,CAOXI E. RD.
草溪路,CAOXI RD.
草溪路中庄巷,"ZHONGZHUANG LN., CAOXI RD."
草溪路民富巷,"MINFU LN., CAOXI RD."
草溪路明德巷,"MINGDE LN., CAOXI RD."
草溪路富貴巷,"FUGUI LN., CAOXI RD."
草溪路溝墘巷,"GOUQIAN LN., CAOXI RD."
草衙一路,CAOYA 1ST RD.
草衙二路,CAOYA 2ND RD.
草衙三路,CAOYA 3RD RD.
草衙中街,CAOYA CENTRAL ST.
草衙南四巷,CAOYA S. 4TH LN.
草漢北路,CAOHAN N. RD.
草漢路草一段,"CAO SEC. 1, CAOHAN RD."
草漢路草二段,"CAO SEC. 2, CAOHAN RD."
草漢路漢寶段,"SEC. HANBAU, CAOHAN RD."
草漯,CAOTA
草漯街,CAOTA ST.
草蓆厝,CAOXICUO
草潭路,CAOTAN RD.
草鞋墩一街,CAOXIEDUN 1ST ST.
草嶼,CAOYU
草嶺,CAOLING
草嶺巷,CAOLING LN.
草豐路,CAOFENG RD.
茶山,CHASHAN
茶山路,CHASHAN RD.
茶亭,CHATING
茶科,CHAKE
茶專一街,CHAZHUAN 1ST ST.
茶專二街,CHAZHUAN 2ND ST.
茶專路,CHAZHUAN RD.
茶頂街,CHADING ST.
茶園巷,CHAYUAN LN.
茶館街,CHAGUAN ST.
蚊帳窩,WENZHANGWO
蚊港,WENGANG
訊埔路,XUNPU RD.
訊塘一路,XUNTANG 1ST RD.
訊塘二路,XUNTANG 2ND RD.
訊塘路,XUNTANG RD.
豹子廚,BAOZICHU
財神路,CAISHEN RD.
貢旗一巷,GONGQI 1ST LN.
貢旗二巷,GONGQI 2ND LN.
貢寮街,GONGLIAO ST.
軒轅路,XUANYUAN RD.
追分街,ZHUIFEN ST.
郡平路,JUNPING RD.
郡安路三段,"SEC. 3, JUN'AN RD."
郡安路四段,"SEC. 4, JUN'AN RD."
郡安路五段,"SEC. 5, JUN'AN RD."
郡安路六段,"SEC. 6, JUN'AN RD."
郡安路七段,"SEC. 7, JUN'AN RD."
郡西路,JUNXI RD.
郡界,JUNJIE
郡緯街,JUNWEI ST.
郡興路,JUNXING RD.
酒姑路,JIUGU RD.
酒泉一橫巷,JIUQUAN 1ST SIDE LN.
酒泉巷,JIUQUAN LN.
酒泉街,JIUQUAN ST.
酒精,JIUJING
院前街,YUANQIAN ST.
陝西一街,SHANXI 1ST ST.
陝西二街,SHANXI 2ND ST.
陝西三街,SHANXI 3RD ST.
陝西四街,SHANXI 4TH ST.
陝西五街,SHANXI 5TH ST.
陝西六街,SHANXI 6TH ST.
陝西七街,SHANXI 7TH ST.
陝西八街,SHANXI 8TH ST.
陝西東一街,SHANXI E. 1ST ST.
陝西東二街,SHANXI E. 2ND ST.
陝西東三街,SHANXI E. 3RD ST.
陝西東四街,SHANXI E. 4TH ST.
陝西東五街,SHANXI E. 5TH ST.
陝西路,SHANXI RD.
馬卡道路,MAKADAO RD.
馬立雲路,MALIYUN RD.
馬光路,MAGUANG RD.
馬光路一段,"SEC. 1, MAGUANG RD."
馬光農場,MAGUANG FARM
馬亨亨大道,MAHENGHENG BLVD.
馬亨亨大道一段,"SEC. 1, MAHENGHENG BLVD."
馬那邦,MANABANG
馬兒巷,MA'ER LN.
馬岸,MA'AN
馬武督,MAWUDU
馬美,MAMEI
馬胎,MATAI
馬厝,MACUO
馬祖村,MATSU VIL.
馬祖新村,MATSU NEW VIL.
馬偕街,MAXIE ST.
馬崗街,MAGANG ST.
馬博拉斯山,MABOLASI MOUNTAIN
馬場路,MACHANG RD.
馬稠後,MACHOUHOU
馬稠後園區一路,MACHOHOUYUANQU 1ST RD.
馬稠後園區二路,MACHOHOUYUANQU 2ND RD.
馬稠後園區三路,MACHOHOUYUANQU 3RD RD.
馬稠後園區十一路,MACHOUHOUYUANQU 11TH RD.
馬稠後園區十三路,MACHOUHOUYUANQU 13TH RD.
馬稠後農場,MACHOUHOU FARM
馬路巷,MALU LN.
馬福,MAFU
馬遠,MAYUAN
馬鳴,MAMING
馬鳴路,MAMING RD.
馬鞍,MA'AN
馬頭山,MATOU MOUNTAIN
馬頭厝,MATOUCUO
馬龍潭路,MALONGTAN RD.
馬賽路,MASAI RD.
高下路,GAOXIA RD.
高上路,GAOSHANG RD.
高上路一段,"SEC. 1, GAOSHANG RD."
高上路二段,"SEC. 2, GAOSHANG RD."
高士佛,GAOSHIFO
高士路,GAOSHI RD.
高山,GAOSHAN
高山下,GAOSHANXIA
高山巷,GAOSHAN LN.
高山街,GAOSHAN ST.
高山路,GAOSHAN RD.
高工一街,GAOGONG 1ST ST.
高工二街,GAOGONG 2ND ST.
高工南路,GAOGONG S. RD.
高工路,GAOGONG RD.
高台,GAOTAI
高台路,GAOTAI RD.
高平巷,GAOPING LN.
高平路,GAOPING RD.
高幼路,GAOYOU RD.
高民路,GAOMIN RD.
高田街,GAOTIAN ST.
高坑,GAOKENG
高坪一街,GAOPING 1ST ST.
高坪二街,GAOPING 2ND ST.
高坪三街,GAOPING 3RD ST.
高坪五路,GAOPING 5TH RD.
高坪六街,GAOPING 6TH ST.
高坪七路,GAOPING 7TH RD.
高坪八路,GAOPING 8TH RD.
高坪九街,GAOPING 9TH ST.
高坪十街,GAOPING 10TH ST.
高坪十一路,GAOPING 11TH RD.
高坪十二街,GAOPING 12TH ST.
高坪十三街,GAOPING 13TH ST.
高坪十五路,GAOPING 15TH RD.
高坪十六街,GAOPING 16TH ST.
高坪十七街,GAOPING 17TH ST.
高坪十八路,GAOPING 18TH RD.
高坪十九街,GAOPING 19TH ST.
高坪二十街,GAOPING 20TH ST.
高坪二十一街,GAOPING 21ST ST.
高坪二十二路,GAOPING 22ND RD.
高坪二十三路,GAOPING 23RD RD.
高坪二十五路,GAOPING 25TH RD.
高坪二十六街,GAOPING 26TH ST.
高坪二十七南街,GAOPING 27TH S. ST.
高坪二十七街,GAOPING 27TH ST.
高坪二十八街,GAOPING 28TH ST.
高坪二十九路,GAOPING 29TH RD.
高坪三十街,GAOPING 30TH ST.
高坪三十一街,GAOPING 31ST ST.
高坪三十二街,GAOPING 32ND ST.
高坪三十三街,GAOPING 33RD ST.
高坪三十五街,GAOPING 35TH ST.
高坪三十六街,GAOPING 36TH ST.
高坪三十七路,GAOPING 37TH RD.
高坪三十八街,GAOPING 38TH ST.
高坪三十九街,GAOPING 39TH ST.
高坪五十路,GAOPING 50TH RD.
高坪五十二街,GAOPING 52ND ST.
高坪五十六街,GAOPING 56TH ST.
高坪五十八街,GAOPING 58TH ST.
高坪六十街,GAOPING 60TH ST.
高坪六十二街,GAOPING 62ND ST.
高坪六十六路,GAOPING 66TH RD.
高坪六十八街,GAOPING 68TH ST.
高坪七十街,GAOPING 70TH ST.
高坪七十二街,GAOPING 72ND ST.
高坪七十六街,GAOPING 76TH ST.
高坪七十八街,GAOPING 78TH ST.
高坪八十街,GAOPING 80TH ST.
高坡,GAOPO
高昌街,GAOCHANG ST.
高東路,GAODONG RD.
高林,GAOLIN
高松路,GAOSONG RD.
高青路,GAOQING RD.
高城一街,GAOCHENG 1ST ST.
高城二街,GAOCHENG 2ND ST.
高城三街,GAOCHENG 3RD ST.
高城五街,GAOCHENG 5TH ST.
高城六街,GAOCHENG 6TH ST.
高城七街,GAOCHENG 7TH ST.
高城八街,GAOCHENG 8TH ST.
高城九街,GAOCHENG 9TH ST.
高城路,GAOCHENG RD.
高洲一街,GAOZHOU 1ST ST.
高洲二街,GAOZHOU 2ND ST.
高洲三街,GAOZHOU 3RD ST.
高洲五街,GAOZHOU 5TH ST.
高洲六街,GAOZHOU 6TH ST.
高洲路,GAOZHOU RD.
高美路,GAOMEI RD.
高苗,GAOMIAO
高原,GAOYUAN
高原一街,GAOYUAN 1ST ST.
高原街,GAOYUAN ST.
高原路,GAOYUAN RD.
高埔,GAOPU
高峰巷,GAOFENG LN.
高峰街,GAOFENG ST.
高峰路,GAOFENG RD.
高院路,GAOYUAN RD.
高崗路,GAOGANG RD.
高速一街一段,"SEC. 1, GAOSU 1ST ST."
高速一街二段,"SEC. 2, GAOSU 1ST ST."
高速二街,GAOSU 2ND ST.
高速公路加油站,HIGHWAY GAS STATION
高速公路西螺休息站,HIGHWAY XILUO REST STOP
高發一路,GAOFA 1ST RD.
高發二路,GAOFA 2ND RD.
高發三路,GAOFA 3RD RD.
高發三路一段,"SEC. 1, GAOFA 3RD RD."
高發三路二段,"SEC. 2, GAOFA 3RD RD."
高華商場,GAOHUA MARKET
高陽路,GAOYANG RD.
高雄大學路,GAOXIONGDAXUE RD.
高園路,GAOYUAN RD.
高新街,GAOXIN ST.
高楠一街,GAONAN 1ST ST.
高楠二街,GAONAN 2ND ST.
高楠三街,GAONAN 3RD ST.
高楠四街,GAONAN 4TH ST.
高楠五街,GAONAN 5TH ST.
高楠六街,GAONAN 6TH ST.
高楠七街,GAONAN 7TH ST.
高楠八街,GAONAN 8TH ST.
高楠九街,GAONAN 9TH ST.
高楠十街,GAONAN 10TH ST.
高楠公路,GAONAN HIGHWAY
高楠公路屏山巷,"PINGSHAN LN., GAONAN HIGHWAY"
高楠北街,GAONAN N. ST.
高楊北路,GAOYANG N. RD.
高楊南路,GAOYANG S. RD.
高獅路,GAOSHI RD.
高義蘭,GAOYILAN
高榮路,GAORONG RD.
高熊卡,GAOXIONGKA
高爾富路,GAO'ERFU RD.
高翠路,GAOCUI RD.
高鳳一路,GAOFENG 1ST RD.
高鳳路,GAOFENG RD.
高寮,GAOLIAO
高碼一巷,GAOMA 1ST LN.
高碼一路,GAOMA 1ST RD.
高碼二巷,GAOMA 2ND LN.
高碼二路,GAOMA 2ND RD.
高碼三巷,GAOMA 3RD LN.
高碼四巷,GAOMA 4TH LN.
高碼五巷,GAOMA 5TH LN.
高碼六巷,GAOMA 6TH LN.
高碼七巷,GAOMA 7TH LN.
高樹村同安路,"TONG'AN RD., GAOSHU VIL."
高橋坑,GAOQIAOKENG
高興路,GAOXING RD.
高遶坪,GAORAOPING
高職西街,GAOZHI W. ST.
高職東街,GAOZHI E. ST.
高職南街,GAOZHI S. ST.
高職農場,GAOZHI FARM
高豐街,GAOFENG ST.
高雙路,GAOSHUANG RD.
高邊路,GAOBIAN RD.
高鵬一街,GAOPENG 1ST ST.
高鵬二街,GAOPENG 2ND ST.
高鵬三街,GAOPENG 3RD ST.
高鵬路,GAOPENG RD.
高鐵一路,GAOTIE 1ST RD.
高鐵一路一段,"SEC. 1, GAOTIE 1ST RD."
高鐵一路二段,"SEC. 2, GAOTIE 1ST RD."
高鐵一路三段,"SEC. 3, GAOTIE 1ST RD."
高鐵二路,GAOTIE 2ND RD.
高鐵二路一段,"SEC. 1, GAOTIE 2ND RD."
高鐵二路二段,"SEC. 2, GAOTIE 2ND RD."
高鐵二路三段,"SEC. 3, GAOTIE 2ND RD."
高鐵三街,GAOTIE 3RD ST.
高鐵三路,GAOTIE 3RD RD.
高鐵三路一段,"SEC. 1, GAOTIE 3RD RD."
高鐵三路二段,"SEC. 2, GAOTIE 3RD RD."
高鐵三路三段,"SEC. 3, GAOTIE 3RD RD."
高鐵五路,GAOTIE 5TH RD.
高鐵六路,GAOTIE 6TH RD.
高鐵七路,GAOTIE 7TH RD.
高鐵八路,GAOTIE 8TH RD.
高鐵九路,GAOTIE 9TH RD.
高鐵十路,GAOTIE 10TH RD.
高鐵十二路,GAOTIE 12TH RD.
高鐵大道,GAOTIE BLVD.
高鐵大道一段,"SEC. 1, GAOTIE BLVD."
高鐵北一路,GAOTIE N. 1ST RD.
高鐵北路,GAOTIE N. RD.
高鐵北路一段,"SEC. 1, GAOTIE N. RD."
高鐵北路二段,"SEC. 2, GAOTIE N. RD."
高鐵北路三段,"SEC. 3, GAOTIE N. RD."
高鐵田中路一段,"SEC. 1, GAOTIETIAN CENTRAL RD."
高鐵田中路二段,"SEC. 2, GAOTIETIAN CENTRAL RD."
高鐵西路,GAOTIE W. RD.
高鐵東一路,GAOTIE E. 1ST RD.
高鐵東一路一段,"SEC. 1, GAOTIE E. 1ST RD."
高鐵東一路二段,"SEC. 2, GAOTIE E. 1ST RD."
高鐵東二路,GAOTIE E. 2ND RD.
高鐵東三路一段,"SEC. 1, GAOTIE E. 3RD RD."
高鐵東五路一段,"SEC. 1, GAOTIE E. 5TH RD."
高鐵東五路二段,"SEC. 2, GAOTIE E. 5TH RD."
高鐵東六路,GAOTIE E. 6TH RD.
高鐵東七路,GAOTIE E. 7TH RD.
高鐵東八路,GAOTIE E. 8TH RD.
高鐵東路,GAOTIE E. RD.
高鐵東路一段,"SEC. 1, GAOTIE E. RD."
